"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"socialdev_cvict_int1_e","Integer","","Recommended","socialdev_cvict_int1== 1 &&(socialdev_cvict_c1== 1 ||socialdev_cvict_c2== 1 ||socialdev_cvict_c3== 1 ||socialdev_cvict_c4== 1 ||socialdev_cvict_c5== 1 ||socialdev_cvict_c6== 1 ||socialdev_cvict_c7== 1 ||socialdev_cvict_c8== 1 ||socialdev_cvict_c9== 1 ||socialdev_cvict_p1== 1 ||socialdev_cvict_p2== 1 ||socialdev_cvict_p3== 1 ||socialdev_cvict_p4== 1 ||socialdev_cvict_p5== 1 ||socialdev_cvict_p6== 1 ||socialdev_cvict_p7== 1 ||socialdev_cvict_p8== 1 ||socialdev_cvict_w1== 1 ||socialdev_cvict_w2== 1 ||socialdev_cvict_w3== 1 ||socialdev_cvict_w4== 1 ||socialdev_cvict_w5== 1 ||socialdev_cvict_w6== 1 ||socialdev_cvict_w8== 1 ||socialdev_cvict_w9== 1 ||socialdev_cvict_g1== 1 ||socialdev_cvict_g2== 1 ||socialdev_cvict_sc1== 1 ||socialdev_cvict_sc2== 1 )","Is this part of some other type of event we already mentioned?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_int1_f_01","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_c1== 1 ","Any time someone forcibly took something that you were carrying or wearing","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_02","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_c2== 1 ","Any time someone stole something from you and never gave it back","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_03","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_c3== 1 ","Any time someone broke or ruined any of your things on purpose","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_04","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_c4== 1 ","Any time someone hit or attacked you on purpose with an object or a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_05","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_c5== 1 ","Any time someone hit or attacked you on purpose WITHOUT using a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_06","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_c6== 1 ","Any time someone started to attack you, but it didn't actually happen","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_07","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_c7== 1 ","Any time someone threatened to hurt you, and you thought they might do it","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_08","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_c8== 1 ","Any time someone tried to kidnap you","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_09","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_c9== 1 ","Any time someone attacked you because of color, religion, origin, disability, etc.","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_10","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_p1== 1 ","Any time a group of kids or gang hit, jumped, or attacked you","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_11","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_p2== 1 ","Any time another kid hit you at home, at school, or anywhere","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_12","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_p3== 1 ","Any time kids tried to hurt you by hitting or kicking your private parts","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_13","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_p4== 1 ","Any time kids picked on you by chasing, grabbing or forcing you to do things","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_14","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_p5== 1 ","Any time you got scared or felt bad because kids were bullying you","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_15","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_p6== 1 ","Any time your boyfriend or girlfriend or date slapped or hit you","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_16","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_p7== 1 ","Any time kids spread lies or rumors about, or tried to make others dislike you","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_17","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_p8== 1 ","Any time kids excluded or shunned you","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_18","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_w1== 1 ","Any time you SAW a parent get hit or beaten by another parent or partner","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_19","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_w2== 1 ","Any time you SAW a parent physically hurt his/her sibling","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_20","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_w3== 1 ","Any time you SAW anyone get attacked on purpose with a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_21","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_w4== 1 ","Any time you SAW anyone get attacked on purpose WITHOUT a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_22","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_w5== 1 ","Any time someone stole from your house things that belongs to you","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_23","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_w6== 1 ","Any time someone close to you was murdered","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_24","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_w8== 1 ","Any time you could hear real-life shootings, bombings, or riots","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_25","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_w9== 1 ","Any time you were in a war zone and could hear combat","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_26","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_g1== 1 ","Any time someone hurt or threatened you with a real gun","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_27","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_g2== 1 ","Any time you saw someone get hurt or threatened with a real gun","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_28","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_sc1== 1 ","Any time there was a bomb threat at your school","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_f_29","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_e== 1 &&socialdev_cvict_sc2== 1 ","Any time there was vandalism at your school","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_h","Integer","","Recommended","socialdev_cvict_int1== 1","Who did this? If there was more than one person, who was the most responsible?","","1=Brother, sister, or other child who lives with you (cousin, foster sibling, etc.); 2=Biological or adoptive father; 3=Step-father or live-in boyfriend; 4=Biological or adoptive mother; 5=Step-mother or live-in girlfriend; 6=Foster parent; 7=A relative who lives in your home (uncle, grandparent, etc.); 8=A relative who does <u>not</u> live with you; 9=A parent's boyfriend, girlfriend, date, or ex-boyfriend or girlfriend who does <u>not</u> live with you; 10=Grown-up you know from some organization, such as a teacher, coach, or youth group leader; 11=Anyone else you know such as a friend or neighbor or schoolmant; 12=Stranger (someone you don't know); 13=your boyfriend/girlfriend or ex-boyfriend/ex-girlfriend; 14=Other; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_int1_h_other","String","60","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_h==14","Specify other:","","",""
"socialdev_cvict_int1_i","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_h<98","Was the person who did this a man, woman, boy, or girl?","1::4;98;99","1=Man; 2=Woman; 3=Boy; 4=Girl; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_int1_inta","Integer","","Recommended","socialdev_cvict_int1== 1","Did you know or meet in person the individual who did this? (If more than one person, answer for the person who was <u>most responsible</u> for what happened)","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_int1_intb","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_h<98 &&socialdev_cvict_int1_inta==1","Was this someone you knew in person before this happened?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_int1_intc","String","60","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_h<98","How old was this person? (Your best guess is fine)","","",""
"socialdev_cvict_int1_intd","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_intc<98 &&socialdev_cvict_int1_intc >== 0 &&socialdev_cvict_int1_intc < 98","How certain are you that you know this person's true age?  Would you say...","0::2","0=Not at all; 1=Somewhat; 2=Very",""
"socialdev_cvict_int1_inte","Integer","","Recommended","socialdev_cvict_int1== 1 &&socialdev_cvict_int1_h<98 &&(socialdev_cvict_int1_intc==0 ||socialdev_cvict_int1_intc==1 ||socialdev_cvict_int1_intc==2 ||socialdev_cvict_int1_intc==3 ||socialdev_cvict_int1_intc==4 ||socialdev_cvict_int1_intc==5 ||socialdev_cvict_int1_intc==6 ||socialdev_cvict_int1_intc==7 ||socialdev_cvict_int1_intc==8 ||socialdev_cvict_int1_intc==9 ||socialdev_cvict_int1_intc==10 ||socialdev_cvict_int1_intc==11 ||socialdev_cvict_int1_intc==12 ||socialdev_cvict_int1_intc==13 ||socialdev_cvict_int1_intc==14 ||socialdev_cvict_int1_intc==15 ||socialdev_cvict_int1_intc==16 ||socialdev_cvict_int1_intc==17)","Did the person who did this have an advantage over you because he/she was stronger, more popular, or had a lot of influence over other kids?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_int1_intf___1","Integer","","Recommended","socialdev_cvict_int1== 1","Do any of these people know about what happened? A parent","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_intf___2","Integer","","Recommended","socialdev_cvict_int1== 1","Do any of these people know about what happened? A teacher, counselor, or other adult at your school or daycare","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_intf___3","Integer","","Recommended","socialdev_cvict_int1== 1","Do any of these people know about what happened? A police officer or some other law official","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_intf___98","Integer","","Recommended","socialdev_cvict_int1== 1","Do any of these people know about what happened? A police officer or some other law official","1;0","1=Yes; 0=No",""
"socialdev_cvict_int1_intf___99","Integer","","Recommended","socialdev_cvict_int1== 1","Do any of these people know about what happened? I'd rather not say","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_a","String","60","Recommended","socialdev_cvict_int2== 1","How many times did this happen to you in your whole life? (If you aren't sure, a guess like 10 times or 50 times is better than nothing.)","","",""
"socialdev_cvict_int2_c","Integer","","Recommended","socialdev_cvict_int2== 1","Did this happen in the last 12 months?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_int2_e","Integer","","Recommended","socialdev_cvict_int2== 1 &&(socialdev_cvict_c1== 1 ||socialdev_cvict_c2== 1 ||socialdev_cvict_c3== 1 ||socialdev_cvict_c4== 1 ||socialdev_cvict_c5== 1 ||socialdev_cvict_c6== 1 ||socialdev_cvict_c7== 1 ||socialdev_cvict_c8== 1 ||socialdev_cvict_c9== 1 ||socialdev_cvict_p1== 1 ||socialdev_cvict_p2== 1 ||socialdev_cvict_p3== 1 ||socialdev_cvict_p4== 1 ||socialdev_cvict_p5== 1 ||socialdev_cvict_p6== 1 ||socialdev_cvict_p7== 1 ||socialdev_cvict_p8== 1 ||socialdev_cvict_w1== 1 ||socialdev_cvict_w2== 1 ||socialdev_cvict_w3== 1 ||socialdev_cvict_w4== 1 ||socialdev_cvict_w5== 1 ||socialdev_cvict_w6== 1 ||socialdev_cvict_w8== 1 ||socialdev_cvict_w9== 1 ||socialdev_cvict_g1== 1 ||socialdev_cvict_g2== 1 ||socialdev_cvict_sc1== 1 ||socialdev_cvict_sc2== 1 ||socialdev_cvict_int1== 1 )","Is this part of some other type of event we already mentioned?","1;0;98;99","1=Yes; 0=No; 98=I don't know; 99=I'd rather not say",""
"socialdev_cvict_int2_f_01","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_c1== 1 ","Any time someone forcibly took something that you were carrying or wearing","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_02","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_c2== 1 ","Any time someone stole something from you and never gave it back","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_03","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_c3== 1 ","Any time someone broke or ruined any of your things on purpose","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_04","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_c4== 1 ","Any time someone hit or attacked you on purpose with an object or a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_05","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_c5== 1 ","Any time someone hit or attacked you on purpose WITHOUT using a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_06","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_c6== 1 ","Any time someone started to attack you, but it didn't actually happen","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_07","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_c7== 1 ","Any time someone threatened to hurt you, and you thought they might do it","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_08","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_c8== 1 ","Any time someone tried to kidnap you","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_09","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_c9== 1 ","Any time someone attacked you because of color, religion, origin, disability, etc.","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_10","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_p1== 1 ","Any time a group of kids or gang hit, jumped, or attacked you","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_11","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_p2== 1 ","Any time another kid hit you at home, at school, or anywhere","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_12","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_p3== 1 ","Any time kids tried to hurt you by hitting or kicking your private parts","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_13","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_p4== 1 ","Any time kids picked on you by chasing, grabbing or forcing you to do things","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_14","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_p5== 1 ","Any time you got scared or felt bad because kids were bullying you","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_15","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_p6== 1 ","Any time your boyfriend or girlfriend or date slapped or hit you","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_16","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_p7== 1 ","Any time kids spread lies or rumors about, or tried to make others dislike you","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_17","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_p8== 1 ","Any time kids excluded or shunned you","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_18","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_w1== 1 ","Any time you SAW a parent get hit or beaten by another parent or partner","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_19","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_w2== 1 ","Any time you SAW a parent physically hurt his/her sibling","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_20","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_w3== 1 ","Any time you SAW anyone get attacked on purpose with a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_21","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_w4== 1 ","Any time you SAW anyone get attacked on purpose WITHOUT a weapon","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_22","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_w5== 1 ","Any time someone stole from your house things that belongs to you","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_23","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_w6== 1 ","Any time someone close to you was murdered","1;0","1=Yes; 0=No",""
"socialdev_cvict_int2_f_24","Integer","","Recommended","socialdev_cvict_int2== 1 &&socialdev_cvict_int2_e== 1 &&socialdev_cvict_w8== 1 ","Any time you could hear real-life shootings, bombings, or riots","1;0","1=Yes; 0=No",""
